InspectionID,DefectCategory,SeverityWeight,TranslatedText,VaderCompound
64024,Not a Defect,0.0,"Different title At the discretion of the product appeared official size, ,as when I received the chess was in smaller size. It did not approach the actual size of an official chess game.",0.0
64030,Not a Defect,0.0,"I could charge only one freight of several orders at the same time, I bought only two bracelets and paid almost 30 real freight for both",0.0
64047,Not a Defect,0.0,I didn't get it.,0.0
64048,Quality Issue,2.84,"The product is of poor quality, the image is description are not faithful to the product",-0.6711
64052,Not a Defect,0.0,Within the time frame.,0.0
64058,Logistics Issue,3.32,"I hated a peacemaker's product, and I can't give it back, which I do.",-0.6369
64059,Fulfillment Error,3.7,The two headphones came with a fault.,-0.4019
64067,Logistics Issue,3.0,The product has not arrived and it has been more than a month since I made the order!,0.0
64075,Logistics Issue,3.34,I've never had a shopping experience as bad as this. The product wasn't delivered on time. It got stuck I don't know where. My son's classes started a week ago. I had to buy another backpack.,-0.6705
64079,Logistics Issue,3.0,"Slow delivery, expensive freight and with a high deadline, have already passed 5 days from the limit, adding 25 days of waiting and until now nothing.",0.0
64081,Fulfillment Error,3.53,"The chair I expected is very small not and swivel,, ñ has the piece to leave high..",-0.0516
64105,Logistics Issue,3.15,the tracking has no update and is already out of date.,-0.296
64109,Not a Defect,0.0,I want to get the product.,0.0772
64118,Logistics Issue,2.7,I loved it before the deadline.,0.5994
64133,Logistics Issue,2.96,"The product has not been delivered, until the date has not been reset the value I did not like because if you do not have the product do not put the sale.",0.0747
64136,Quality Issue,2.91,"MANUFACTURING Origin of the Chinese product, poor quality, at the time of purchase it was not clear that it was a product of origin (pirata) whose quality is poor.",-0.8118
64149,Fulfillment Error,3.17,"I received the product within the deadline, but the voltage (commonly called voltage) of the lamp does not agree with the one reported in the plug of the support. The Support and for 250V and the lamp 127V.",0.6635
64157,Fulfillment Error,3.77,Bad I did not receive my order correctly I bought 2kits of bladders with 5 units each kit is only received one kit,-0.5423
64160,Fulfillment Error,3.76,"Product does not work Good afternoon, Upon receiving the product, in case a watch, the bracelet of the same was already with havaria and then when I put the correct time in a few minutes the clock stopped and did not work again",-0.5116
64162,Logistics Issue,3.0,I don't know why I haven't gotten my merchandise yet...,0.0
64172,Critical Failure,4.71,I bought it on the credit card and give it ! The product did not come and was invoiced the purchase on my card ! Now I am waiting for the refund ! So that I do not have ki take other measures ! Because the rights of the c,0.5815
64173,Logistics Issue,3.0,I did not receive the product I made the purchase on 30/07 and so far I have not received the product.,0.0
64183,Logistics Issue,3.0,"Product not delivered Product not delivered, only tax bills. I'm waiting for an answer.",0.0
64185,Fulfillment Error,3.64,I didn't like Product different from photo drawing,-0.2755
64194,Fulfillment Error,3.5,"Incorrect product I sent e-mail to Lannister, but hasn't answered yet, they gave two working days that will close today.",0.0
64206,Logistics Issue,3.0,"Because it is a product sold by stark, but delivered by another company, the freight becomes expensive and very long. If I knew I would have bought directly at the store, including the cheapest product!",0.0
64211,Fulfillment Error,3.65,There's one product missing. There's only Whey Protein in the box.,-0.296
64218,Fulfillment Error,3.8,"I made a purchase at the fish store, but they sent me the different product. Very dissatisfied Lannister's partner stores. I expect the code for return of the product as soon as possible.",-0.5913
64219,Not a Defect,0.0,Okay.,0.2263
64228,Logistics Issue,3.0,I paid for the freight on the 28th and even hj did not arrive,0.0
64236,Not a Defect,0.0,Shop owns the product but does not want to send.,-0.0857
64238,Fulfillment Error,3.5,It's not USB 3.0 as it is in the ad.,0.0
64244,Logistics Issue,3.0,It's time for delivery.,0.0
64253,Quality Issue,2.77,"Delivery very fast, but the quality of the product is not very good.",-0.5321
64256,Logistics Issue,3.4,"Late and defective Product came late, badly packed and missing an Ilos.",-0.802
64262,Fulfillment Error,3.5,"The trash basket I've already received, but the game of dishes with 6 units I didn't receive, and the products were bought in the same store.",0.0
64263,Fulfillment Error,3.65,The product came missing the auto base and how I made the order by phone just to confirm if the basis demonstrated by the photo accompanied the product and tbm was included in the description of the item.,-0.296
64267,Fulfillment Error,3.64,I got a different product than I bought not fit on the phone is smaller and is not compatible with audio outputs side buttons come out of the phone all different,-0.2755
64268,Not a Defect,0.0,I still couldn't use it because the manual came in English.,0.0
64283,Logistics Issue,2.77,"After the Lannister adopted these forms of sale, becoming a Free Market, the relationship and products rarely arrive correct, I was lucky with this keyboard but the monitor I did not buy.",0.4678
64285,Logistics Issue,3.35,Bad service the product arrived no longer took a little time,-0.6908
64290,Critical Failure,5.0,Naorececei my order I did not receive my order and the same account as delivered. I am trying to contact the seller and so far I have not returned.,0.0
64306,Not a Defect,0.0,"I didn't like this store the first product with 100 caps, it offered more advantage than 60 caps.",0.0472
64316,Not a Defect,0.0,"Product of very poor quality, very different from the advertised and also of products of this type that cut the light. In addition, I am having difficulty in contacting the Lannister to return.",-0.7841
64324,Fulfillment Error,3.5,tablecloth game I received for now only one tablecloth game Casal King Imperial 04 Pieces Percal 180 Threads Point Palito - Caqui,0.0
64333,Not a Defect,0.0,"White curtain, with brown stitching , pie stitching . I have bought curtain in this value more with good finish",0.7121
64336,Fulfillment Error,3.5,The product came unmanufactured teaching how to ride.,0.0
64338,Not a Defect,0.0,"Good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good",0.9998
64341,Quality Issue,2.77,was not what I expected very simple and with a horrible bearing system a piece of pipe when we talked about bearing thought it was with prolema and hangs to the sides the platform.,-0.5423
64343,Not a Defect,0.0,No comment.,-0.296
64351,Fulfillment Error,3.65,was missing 02 luminaires as is the delivery being that the order counts ok.,-0.296
64356,Fulfillment Error,3.48,"I want to return the product and I can't. On the website it says that the bracelet has flask, but it doesn't. Without saying that I bought 5 and arrived only 1.",0.0387
64358,Not a Defect,0.0,Great Very good product,0.807
64360,Logistics Issue,3.0,I did not receive product Order with two products... delivered only 1,0.0
64363,Fulfillment Error,3.68,"I received the incomplete product, missing 01 item!",-0.3595
64375,Fulfillment Error,3.5,"the product shown in the image said to be in a way, with the retracted coupling that would be compatible with my exchange, PRISMA 1.4LT 2013, actually came knob with internal pin coming out to the edge.",0.0
64379,Logistics Issue,2.79,I was hoping at the very least for punctuality.,0.4215
64384,Not a Defect,0.0,They didn't have the product in stock but they came in contact to report what happened. I just don't remember if the value paid has already been returned...,0.4767
64390,Not a Defect,0.0,Good product,0.4404
64416,Not a Defect,0.0,I got bad packaging... bad conditioning... the wheels don't turn back and fail. I hated it.,-0.9403
64423,Fulfillment Error,3.29,I just got a carload of meat that I bought two likes to know why I didn't see the second one?,0.4215
64428,Fulfillment Error,3.65,"Regarding the request I bought, two caress one on the left side and one on the right side, I only get to the left side, this one missing the one on the right side, I wanted to know when it will arrive ;",-0.296
64447,Not a Defect,0.0,"After a week the product product stopped working simply stopped transmitting signal, I hope the store repairs or trades, why the product is very useful and simple....",0.5095
64465,Logistics Issue,3.0,We're still waiting for the product to arrive.,0.0
64489,Not a Defect,0.0,Lack of commitment,0.0772
64491,Not a Defect,0.0,I like the product,0.3612
64497,Fulfillment Error,3.68,Only 01 lid has been delivered and the same one is defective. A request for exchange has been opened and I await the delivery of the other.,-0.3612
